"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-11-30,85278,"62034","IL","St. Louis","Madison County","Glen Carbon",7141,204200,0.0044269552385637,0.0215107553776888,0.0674333507579718,,,"2018-11","2018-Q4",204200,0,"2018-11"
2018-11-30,96736,"92225","CA","Riverside-San Bernardino-Ontario","Riverside County","Blythe",7142,152500,-0.0110246433203632,-0.00974025974025974,0.0560941828254848,,,"2007-03","2007-Q1",180900,-0.156992813709232,"2006-04"
2018-11-30,62737,"12771","NY","New York-Newark-Jersey City","Orange County","Port Jervis",7143,139000,0.0109090909090909,0.0116448326055313,0.129163281884647,,,"2006-11","2006-Q4",193800,-0.282765737874097,"2004-03"
2018-11-30,92958,"79415","TX","Lubbock","Lubbock County","Lubbock",7144,62900,0.0177993527508091,0.0661016949152542,0.0752136752136752,,,"2018-11","2018-Q4",62900,0,"2018-11"
2018-11-30,70880,"30103","GA","Atlanta-Sandy Springs-Roswell","Bartow County","Adairsville",7145,149400,0.0135685210312076,0.0382209867963864,0.0921052631578947,,,"2003-07","2003-Q3",192400,-0.223492723492724,
2018-11-30,81432,"53717","WI","Madison","Dane County","Madison",7146,324600,0.00901460988498601,0.0397181294042281,0.0921938088829071,,,"2018-11","2018-Q4",324600,0,"2018-11"
2018-11-30,82227,"55376","MN","Minneapolis-St. Paul-Bloomington","Wright County","Saint Michael",7147,282100,0.00462962962962963,0.0232136380123322,0.0597295266716754,,,"2018-11","2018-Q4",282100,0,"2018-11"
2018-11-30,75516,"40071","KY","Louisville/Jefferson County","Spencer County","Taylorsville",7148,204200,0.00492125984251968,0.022022022022022,0.0596782563570317,,,"2018-11","2018-Q4",204200,0,"2018-11"
2018-11-30,70781,"29936","SC","Hilton Head Island-Bluffton-Beaufort","Jasper County","Ridgeland",7149,134100,0.00524737631184408,0.0252293577981651,0.176315789473684,,,"2007-12","2007-Q4",134300,-0.00148920327624721,"2007-11"
2018-11-30,73941,"36567","AL","Daphne-Fairhope-Foley","Baldwin County","Robertsdale",7150,147600,0.00135685210312076,-0.0100603621730382,0.0445859872611465,,,"2018-06","2018-Q2",152500,-0.0321311475409836,"2018-03"
2018-11-30,99711,"98321","WA","Seattle-Tacoma-Bellevue","Pierce County","Buckley",7151,391500,0.00694444444444444,0.010844306738962,0.110323312535451,,,"2018-11","2018-Q4",391500,0,"2018-11"
2018-11-30,72928,"33947","FL","Punta Gorda","Charlotte County","Rotonda West",7152,247800,-0.0088,0.00161681487469685,0.0193336075689017,,,"2006-05","2006-Q2",311100,-0.203471552555448,"2005-03"
2018-11-30,97479,"93923","CA","Salinas","Monterey County","Carmel-by-the-Sea",7153,1389700,0.0124581086988198,0.0307817831182317,0.105305018690845,,,"2006-10","2006-Q4",1426000,-0.0254558204768583,"2006-05"
2018-11-30,87877,"68131","NE","Omaha-Council Bluffs","Douglas County","Omaha",7154,132100,0.00609291698400609,0.0177195685670262,0.127133105802048,,,"2018-11","2018-Q4",132100,0,"2018-11"
2018-11-30,81518,"53959","WI","Baraboo","Sauk County","Reedsburg",7155,158000,0.00126742712294043,0.00508905852417303,0.054739652870494,,,"2018-05","2018-Q2",158200,-0.00126422250316056,"2018-05"
2018-11-30,60299,"06416","CT","Hartford-West Hartford-East Hartford","Middlesex County","Cromwell",7156,211000,0.00332857822158821,0.000474158368895211,-0.0338827838827839,,,"2006-07","2006-Q3",250200,-0.156674660271783,"2004-08"
2018-11-30,84480,"60429","IL","Chicago-Naperville-Elgin","Cook County","Hazel Crest",7157,98900,0.0133196721311475,0.0577540106951872,0.060021436227224,,,"2007-10","2007-Q4",147900,-0.33130493576741,"2000-04"
2018-11-30,84468,"60415","IL","Chicago-Naperville-Elgin","Cook County","Chicago Ridge",7158,146000,-0.00136798905608755,0.00274725274725275,0.061046511627907,,,"2006-05","2006-Q2",198800,-0.265593561368209,"2003-10"
2018-11-30,62529,"12308","NY","Albany-Schenectady-Troy","Schenectady County","Schenectady",7159,127500,0,-0.00390625,0.0991379310344828,,,"2007-02","2007-Q1",132800,-0.0399096385542169,"2006-06"
2018-11-30,71537,"31501","GA","Waycross","Ware County","Waycross",7160,73800,0.0512820512820513,0.113122171945701,0.00135685210312076,,,"2007-04","2007-Q2",78200,-0.0562659846547315,"2006-03"
2018-11-30,58279,"01118","MA","Springfield","Hampden County","Springfield",7161,176200,0.00513405590416429,0.0126436781609195,0.0601684717208183,,,"2018-11","2018-Q4",176200,0,"2018-11"
2018-11-30,62784,"12839","NY","Glens Falls","Washington County","Hudson Falls",7162,144800,0.00625434329395414,0.0190007037297678,0.0553935860058309,,,"2018-11","2018-Q4",144800,0,"2018-11"
2018-11-30,58899,"02771","MA","Providence-Warwick","Bristol County","Seekonk",7163,341400,0.00176056338028169,0.0112559241706161,0.0527289546716004,,,"2018-11","2018-Q4",341400,0,"2018-11"
2018-11-30,69423,"27574","NC","Durham-Chapel Hill","Person County","Roxboro",7164,137100,0.023898431665422,0.06858924395947,0.0941739824421389,,,"2018-11","2018-Q4",137100,0,"2018-11"
2018-11-30,93805,"81520","CO","Grand Junction","Mesa County","Clifton",7165,178600,0.00846979107848673,0.036564132327336,0.111387678904792,,,"2008-05","2008-Q2",180900,-0.0127142067440575,"2007-12"
2018-11-30,69850,"28315","NC","Pinehurst-Southern Pines","Moore County","Aberdeen",7166,163700,0.0092478421701603,0.0360759493670886,0.0678408349641226,,,"2018-11","2018-Q4",163700,0,"2018-11"
2018-11-30,63974,"15243","PA","Pittsburgh","Allegheny County","Pittsburgh",7167,233400,-0.000856164383561644,0.00343938091143594,0.0721175930179146,,,"2018-10","2018-Q4",233600,-0.000856164383561644,"2018-09"
2018-11-30,70884,"30107","GA","Atlanta-Sandy Springs-Roswell","Cherokee County","Ball Ground",7168,254400,0.0111287758346582,0.0307941653160454,0.11922569291685,,,"2018-11","2018-Q4",254400,0,"2018-11"
2018-11-30,95299,"87104","NM","Albuquerque","Bernalillo County","Albuquerque",7169,207700,0.0062984496124031,0.00776322173702086,0.117267348036579,,,"2018-11","2018-Q4",207700,0,"2018-11"
2018-11-30,77540,"45249","OH","Cincinnati","Hamilton County","Montgomery",7170,372800,0.00458097547830773,0.00783995674506623,0.0590909090909091,,,"2018-11","2018-Q4",372800,0,"2018-11"
2018-11-30,97762,"94556","CA","San Francisco-Oakland-Hayward","Contra Costa County","Moraga",7171,1319600,0.00227859638462707,0.00479707606792051,0.0230250407008295,,,"2018-11","2018-Q4",1319600,0,"2018-11"
2018-11-30,70286,"29061","SC","Columbia","Richland County","Hopkins",7172,110200,0.000908265213442325,0.0166051660516605,0.102,,,"2018-11","2018-Q4",110200,0,"2018-11"
2018-11-30,75397,"39701","MS","Columbus","Lowndes County","Columbus",7173,92000,0.0256410256410256,0.0526315789473684,0.201044386422977,,,"2018-11","2018-Q4",92000,0,"2018-11"
2018-11-30,70551,"29560","SC","Florence","Florence County","Lake City",7174,60200,0.00166389351081531,-0.00165837479270315,0.075,,,"2007-04","2007-Q2",72500,-0.169655172413793,"2003-05"
2018-11-30,85593,"62629","IL","Springfield","Sangamon County","Chatham",7175,179000,-0.00167317345231456,0.00901916572717024,0.0275545350172216,,,"2017-03","2017-Q1",185800,-0.0365984930032293,"2016-09"
2018-11-30,89809,"72921","AR","Fort Smith","Crawford County","Alma",7176,137800,0.00878477306002928,0.0207407407407407,0.0487062404870624,,,"2018-11","2018-Q4",137800,0,"2018-11"
2018-11-30,97064,"92866","CA","Los Angeles-Long Beach-Anaheim","Orange County","Orange",7177,703200,0.00142409569923099,-0.00127822752449936,0.0479880774962742,,,"2018-08","2018-Q3",704100,-0.00127822752449936,"2018-08"
2018-11-30,73238,"34972","FL","Okeechobee","Okeechobee County","Okeechobee",7178,115600,0.02210433244916,0.0595783684692942,0.0957345971563981,,,"2006-07","2006-Q3",151800,-0.238471673254282,"2005-05"
2018-11-30,87123,"66207","KS","Kansas City","Johnson County","Overland Park",7179,327900,0.00398040416411513,0.0176908752327747,0.0948247078464107,,,"2018-11","2018-Q4",327900,0,"2018-11"
2018-11-30,99132,"97218","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",7180,390600,-0.000767459708365311,-0.00229885057471264,0.0347019867549669,,,"2018-08","2018-Q3",391500,-0.00229885057471264,"2018-07"
2018-11-30,58410,"01532","MA","Worcester","Worcester County","Northborough",7181,435400,0,0.00299470168164018,0.042874251497006,,,"2018-11","2018-Q4",435400,0,"2018-11"
2018-11-30,67530,"23093","VA",,"Louisa County","Louisa",7182,186200,0.00812127774769897,0.03043718871057,0.0695002871912694,,,"2007-04","2007-Q2",201400,-0.0754716981132075,"2005-09"
2018-11-30,74883,"38571","TN","Crossville","Cumberland County","Crossville",7183,138600,0.00434782608695652,0.0289532293986637,0.122267206477733,,,"2018-11","2018-Q4",138600,0,"2018-11"
2018-11-30,91963,"77474","TX","Houston-The Woodlands-Sugar Land","Austin County","Sealy",7184,216100,0.00511627906976744,0.024656235182551,0.0556912554958476,,,"2018-11","2018-Q4",216100,0,"2018-11"
2018-11-30,93631,"81003","CO","Pueblo","Pueblo County","Pueblo",7185,115400,0.0212389380530973,0.0724907063197026,0.240860215053763,,,"2018-11","2018-Q4",115400,0,"2018-11"
2018-11-30,98505,"95954","CA","Chico","Butte County","Magalia",7186,224400,-0.00044543429844098,-0.0048780487804878,0.0609929078014184,,,"2005-12","2005-Q4",270800,-0.171344165435746,"2004-10"
2018-11-30,68557,"25313","WV","Charleston","Kanawha County","Cross Lanes",7187,121500,-0.00328137817883511,-0.00897226753670473,-0.0402843601895735,,,"2017-10","2017-Q4",127200,-0.044811320754717,"2017-05"
2018-11-30,85911,"63080","MO",,"Washington County","Sullivan",7188,126800,0.0144,0.0401968826907301,0.119152691968226,,,"2018-11","2018-Q4",126800,0,"2018-11"
2018-11-30,93813,"81601","CO","Glenwood Springs","Garfield County","Glenwood Springs",7189,489400,0.0130407783067688,0.0348910974836118,0.125833908442604,,,"2018-11","2018-Q4",489400,0,"2018-11"
2018-11-30,62254,"11780","NY","New York-Newark-Jersey City","Suffolk County","Saint James",7190,470900,-0.00528094634558513,-0.00904882154882155,0.0225841476655809,,,"2006-06","2006-Q2",572800,-0.177898044692737,"2004-07"
2018-11-30,77524,"45233","OH","Cincinnati","Hamilton County","Cincinnati",7191,206600,0.00535279805352798,0.00193986420950533,0.0147347740667976,,,"2018-11","2018-Q4",206600,0,"2018-11"
2018-11-30,90219,"74003","OK","Bartlesville","Washington County","Bartlesville",7192,52500,-0.00190114068441065,-0.00568181818181818,0.19047619047619,,,"2018-08","2018-Q3",52800,-0.00568181818181818,"2018-07"
2018-11-30,66059,"19806","DE","Philadelphia-Camden-Wilmington","New Castle County","Wilmington",7193,252800,-0.00589854502556036,-0.0151928320997273,-0.0481927710843374,,,"2006-08","2006-Q3",298300,-0.152531009051291,"2004-11"
2018-11-30,87397,"67002","KS","Wichita","Butler County","Andover",7194,188800,0.0053248136315229,0.016693591814755,0.060078607523863,,,"2018-11","2018-Q4",188800,0,"2018-11"
2018-11-30,99107,"97141","OR",,"Tillamook County","Tillamook",7195,254500,0.0184073629451781,0.0675335570469799,0.0984031074665516,,,"2018-11","2018-Q4",254500,0,"2018-11"
2018-11-30,67784,"23663","VA","Virginia Beach-Norfolk-Newport News","Hampton County","Hampton",7196,129300,0.00700934579439252,0.0133228840125392,0.0469635627530364,,,"2008-05","2008-Q2",147400,-0.122795115332429,"2006-05"
2018-11-30,79172,"48381","MI","Detroit-Warren-Dearborn","Oakland County","Milford",7197,306800,-0.00195185426154847,-0.00615484288953677,0.0623268698060942,,,"2018-08","2018-Q3",308700,-0.00615484288953677,"2018-06"
2018-11-30,91067,"75762","TX","Tyler","Smith County","Tyler",7198,192000,0.00208768267223382,0.00734522560335782,0.0625345877144438,,,"2018-11","2018-Q4",192000,0,"2018-11"
2018-11-30,62074,"11362","NY","New York-Newark-Jersey City","Queens County","New York",7199,924300,0.00195121951219512,0.00511091779034363,0.0252911813643927,,,"2018-11","2018-Q4",924300,0,"2018-11"
2018-11-30,88855,"71006","LA","Shreveport-Bossier City","Bossier Parish","Benton",7200,236300,0.000847098686997035,-0.00379426644182125,-0.0100544616673649,,,"2017-11","2017-Q4",238700,-0.0100544616673649,"2017-10"
2018-11-30,85808,"62948","IL","Carbondale-Marion","Williamson County","Herrin",7201,69400,0.00725689404934688,0.0190895741556534,-0.00715307582260372,,,"2006-09","2006-Q3",72200,-0.038781163434903,"2006-04"
2018-11-30,87859,"68108","NE","Omaha-Council Bluffs","Douglas County","Omaha",7202,98200,0.0218522372528616,0.0779363336992316,0.283660130718954,,,"2018-11","2018-Q4",98200,0,"2018-11"
2018-11-30,78194,"46582","IN","Warsaw","Kosciusko County","Warsaw",7203,181700,0.00888395335924486,0.0353276353276353,0.0847761194029851,,,"2018-11","2018-Q4",181700,0,"2018-11"
2018-11-30,97964,"95066","CA","Santa Cruz-Watsonville","Santa Cruz County","Scotts Valley",7204,932800,0.00571428571428571,0.0201224846894138,0.0718143169022176,,,"2018-11","2018-Q4",932800,0,"2018-11"
2018-11-30,73098,"34432","FL","Ocala","Marion County","Dunnellon",7205,166900,0.00602772754671489,0.0270769230769231,0.0774693350548741,,,"2006-08","2006-Q3",224400,-0.256238859180036,"2005-05"
2018-11-30,96072,"90094","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",7206,1011500,0.000890560063328716,-0.00550584996558844,0.0388209920920201,,,"2018-06","2018-Q2",1028000,-0.0160505836575875,"2018-03"
2018-11-30,74516,"37854","TN","Knoxville","Roane County","Rockwood",7207,97900,0.0124095139607032,0.0676117775354417,0.137049941927991,,,"2018-11","2018-Q4",97900,0,"2018-11"
2018-11-30,73245,"34984","FL","Port St. Lucie","Saint Lucie County","Port Saint Lucie",7208,219800,0.00273722627737226,0.0115048320294524,0.111785533636823,,,"2006-05","2006-Q2",250300,-0.121853775469437,"2005-09"
2018-11-30,60780,"07733","NJ","New York-Newark-Jersey City","Monmouth County","Holmdel",7209,639900,-0.00015625,0.000469043151969981,0.00914682226778111,,,"2006-09","2006-Q3",722600,-0.11444782729034,"2004-12"
2018-11-30,63569,"14513","NY","Rochester","Wayne County","Newark",7210,97700,0.0134854771784232,0.0338624338624339,0.0665938864628821,,,"2018-11","2018-Q4",97700,0,"2018-11"
2018-11-30,84514,"60463","IL","Chicago-Naperville-Elgin","Cook County","Palos Heights",7211,259100,0.00543267365153279,0.014487079091621,0.0418174507438681,,,"2006-10","2006-Q4",330600,-0.216273442226255,"2003-08"
2018-11-30,74675,"38139","TN","Memphis","Shelby County","Germantown",7212,419300,0.0062395008399328,0.0211885046273746,0.0787239516336506,,,"2018-11","2018-Q4",419300,0,"2018-11"
2018-11-30,88605,"70452","LA","New Orleans-Metairie","Saint Tammany Parish","Pearl River",7213,128300,-0.0115562403697997,-0.0331574981160512,-0.0396706586826347,,,"2018-06","2018-Q2",134900,-0.0489251297257228,"2016-06"
2018-11-30,77377,"44875","OH","Mansfield","Richland County","Shelby",7214,99500,0.00606673407482305,0.0226104830421377,0.162383177570093,,,"2006-04","2006-Q2",101100,-0.0158259149357072,"2006-01"
2018-11-30,92926,"79360","TX",,"Gaines County","Seminole",7215,158300,0.00380469245402663,0.0239327296248383,0.071041948579161,,,"2018-11","2018-Q4",158300,0,"2018-11"
2018-11-30,70766,"29920","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County","Saint Helena Island",7216,356400,0.00535966149506347,0.00906002265005663,0.0803273719308882,,,"2007-01","2007-Q1",452500,-0.212375690607735,"2005-07"
2018-11-30,60707,"07514","NJ","New York-Newark-Jersey City","Passaic County","Paterson",7217,244000,0.0162432319866722,0.0562770562770563,0.223057644110276,,,"2006-12","2006-Q4",343200,-0.289044289044289,"2004-11"
2018-11-30,85208,"61866","IL","Champaign-Urbana","Champaign County","Rantoul",7218,74900,0,0.0121621621621622,0.0490196078431373,,,"2007-03","2007-Q1",81700,-0.0832313341493268,"2004-02"
2018-11-30,97922,"95010","CA","Santa Cruz-Watsonville","Santa Cruz County","Capitola",7219,852200,0.00341457671023196,0.011993824961406,0.111806914546641,,,"2018-11","2018-Q4",852200,0,"2018-11"
2018-11-30,58823,"02631","MA","Barnstable Town","Barnstable County","Brewster",7220,442400,0.00340213200272171,0.00981511070531842,0.0490870286933839,,,"2018-11","2018-Q4",442400,0,"2018-11"
2018-11-30,73494,"35504","AL","Birmingham-Hoover","Walker County","Jasper",7221,143600,0.00913562895291637,0.0398262128892107,0.103766333589546,,,"2018-11","2018-Q4",143600,0,"2018-11"
2018-11-30,81658,"54409","WI",,"Langlade County","Antigo",7222,85600,-0.00233100233100233,-0.00465116279069767,0.0251497005988024,,,"2004-11","2004-Q4",90400,-0.0530973451327434,"2004-07"
2018-11-30,89009,"71295","LA",,"Franklin Parish","Winnsboro",7223,68700,0.0043859649122807,0.0238450074515648,0.156565656565657,,,"2018-11","2018-Q4",68700,0,"2018-11"
2018-11-30,69898,"28372","NC","Lumberton","Robeson County","Pembroke",7224,79300,0,0.0153649167733675,0.141007194244604,,,"2018-11","2018-Q4",79300,0,"2018-11"
2018-11-30,60692,"07481","NJ","New York-Newark-Jersey City","Bergen County","Wyckoff",7225,691900,-0.000288975581563358,-0.00674705713465403,-0.0333892148644873,,,"2006-02","2006-Q1",795800,-0.130560442322191,"2004-07"
2018-11-30,82571,"56031","MN","Fairmont","Martin County","Fairmont",7226,117600,0.0129198966408269,0.0434782608695652,0.104225352112676,,,"2018-11","2018-Q4",117600,0,"2018-11"
2018-11-30,69662,"28016","NC","Charlotte-Concord-Gastonia","Gaston County","Bessemer City",7227,115300,0.020353982300885,0.0656192236598891,0.114009661835749,,,"2018-11","2018-Q4",115300,0,"2018-11"
2018-11-30,64709,"16686","PA","Altoona","Blair County","Tyrone",7228,132700,0.0053030303030303,0.0122044241037376,0.0498417721518987,,,"2018-11","2018-Q4",132700,0,"2018-11"
2018-11-30,68882,"26105","WV","Parkersburg-Vienna","Wood County","Vienna",7229,118800,0.00848896434634975,0.0232558139534884,0.0421052631578947,,,"2018-11","2018-Q4",118800,0,"2018-11"
2018-11-30,75551,"40175","KY","Elizabethtown-Fort Knox","Hardin County","Vine Grove",7230,146300,0.0061898211829436,0.0166782487838777,-0.0114864864864865,,,"2017-12","2017-Q4",149500,-0.0214046822742475,"2017-11"
2018-11-30,62186,"11702","NY","New York-Newark-Jersey City","Suffolk County","Babylon",7231,342100,0.00617647058823529,0.0717418546365915,-0.150695134061569,,,"2005-05","2005-Q2",460200,-0.256627553237723,"2003-05"
2018-11-30,97843,"94709","CA","San Francisco-Oakland-Hayward","Alameda County","Berkeley",7232,1153400,-0.0132603302249979,-0.0396336386344713,-0.0186335403726708,,,"2018-05","2018-Q2",1205600,-0.0432979429329794,"2017-10"
2018-11-30,87135,"66219","KS","Kansas City","Johnson County","Lenexa",7233,297100,0.00303848750844024,0.00780189959294437,0.0843065693430657,,,"2018-11","2018-Q4",297100,0,"2018-11"
2018-11-30,58331,"01331","MA","Worcester","Worcester County","Athol",7234,167200,0.00844390832328106,0.0295566502463054,0.0885416666666667,,,"2006-06","2006-Q2",181000,-0.0762430939226519,"2004-12"
2018-11-30,99224,"97365","OR","Newport","Lincoln County","Newport",7235,288200,0.00383141762452107,0.0140745953553835,0.111453914384882,,,"2018-11","2018-Q4",288200,0,"2018-11"
2018-11-30,77019,"44119","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",7236,69700,0.00432276657060519,0.0160349854227405,0.0175182481751825,,,"2006-02","2006-Q1",109200,-0.361721611721612,
2018-11-30,68554,"25309","WV","Charleston","Kanawha County","South Charleston",7237,107900,-0.0119047619047619,-0.0314183123877917,-0.0592850915431561,,,"2016-06","2016-Q2",118900,-0.0925147182506308,"2015-10"
2018-11-30,94857,"85266","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",7238,695600,0.00389666618559677,0.00709425220790502,0.0220393770202762,,,"2006-04","2006-Q2",852400,-0.183951196621305,"2005-04"
2018-11-30,60557,"07044","NJ","New York-Newark-Jersey City","Essex County","Verona",7239,473300,-0.00357894736842105,-0.00525430853299706,0.00595111583421892,,,"2007-03","2007-Q1",479300,-0.0125182557896933,"2006-05"
2018-11-30,77041,"44141","OH","Cleveland-Elyria","Cuyahoga County","Brecksville",7240,276200,0.00326916091536506,0.00913408841797589,0.0462121212121212,,,"2018-11","2018-Q4",276200,0,"2018-11"
2018-11-30,97198,"93268","CA","Bakersfield","Kern County","Taft",7241,116100,0.00868809730668984,0.0440647482014388,0.21953781512605,,,"2018-11","2018-Q4",116100,0,"2018-11"
2018-11-30,78906,"48017","MI","Detroit-Warren-Dearborn","Oakland County","Clawson",7242,196400,-0.00101729399796541,0.00357690342360756,0.0911111111111111,,,"2018-10","2018-Q4",196600,-0.00101729399796541,"2018-10"
2018-11-30,79048,"48189","MI","Ann Arbor","Washtenaw County","Whitmore Lake",7243,246400,0.00859598853868195,0.0190239867659222,0.112917795844625,,,"2018-11","2018-Q4",246400,0,"2018-11"
2018-11-30,90796,"75244","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",7244,478700,0.0103419164204306,0.0319034274628153,0.110157699443414,,,"2018-11","2018-Q4",478700,0,"2018-11"
2018-11-30,100167,"99218","WA","Spokane-Spokane Valley","Spokane County","Spokane",7245,266300,0.0106261859582543,0.0218726016884114,0.0967874794069193,,,"2018-11","2018-Q4",266300,0,"2018-11"
2018-11-30,79167,"48374","MI","Detroit-Warren-Dearborn","Oakland County","Novi",7246,466600,0.00517018526497199,0.0343604522278874,0.0130264871906209,,,"2018-11","2018-Q4",466600,0,"2018-11"
2018-11-30,58262,"01095","MA","Springfield","Hampden County","Wilbraham",7247,293900,0.00409976084728391,0.0106602475928473,0.048893647394718,,,"2006-01","2006-Q1",301400,-0.0248838752488388,"2005-08"
2018-11-30,90658,"75057","TX","Dallas-Fort Worth-Arlington","Denton County","Lewisville",7248,208200,0.00482625482625483,0.0161054172767204,0.123583378305451,,,"2018-11","2018-Q4",208200,0,"2018-11"
2018-11-30,92955,"79412","TX","Lubbock","Lubbock County","Lubbock",7249,80000,0.011378002528445,0.0309278350515464,0.166180758017493,,,"2018-11","2018-Q4",80000,0,"2018-11"
2018-11-30,70355,"29180","SC","Columbia","Fairfield County","Winnsboro",7250,45600,0.00440528634361234,0.0155902004454343,0.0316742081447964,,,"2004-10","2004-Q4",70900,-0.356840620592384,"2000-05"
2018-11-30,66280,"20194","VA","Washington-Arlington-Alexandria","Fairfax County","Reston",7251,567600,0.00335867067350186,0.007097232079489,0.0478124423112424,,,"2005-11","2005-Q4",599500,-0.0532110091743119,"2005-06"
2018-11-30,98120,"95338","CA",,"Mariposa County","Mariposa",7252,242800,0.00330578512396694,0.0120883701542309,0.126682134570766,,,"2018-11","2018-Q4",242800,0,"2018-11"
2018-11-30,80794,"52003","IA","Dubuque","Dubuque County","Dubuque",7253,203600,0.0149551345962114,0.0424987199180748,0.0484037075180227,,,"2018-11","2018-Q4",203600,0,"2018-11"
2018-11-30,77314,"44718","OH","Canton-Massillon","Stark County","Canton",7254,228000,0.0101905183872397,0.0307414104882459,0.0919540229885057,,,"2018-11","2018-Q4",228000,0,"2018-11"
2018-11-30,399598,"55130","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",7255,177300,0.00795906765207504,0.0114090131203651,0.0877300613496932,,,"2006-09","2006-Q3",179700,-0.013355592654424,"2005-09"
2018-11-30,60325,"06461","CT","New Haven-Milford","New Haven County","Milford",7256,292500,0.000684228532329798,0.00723140495867769,0.0170375521557719,,,"2006-03","2006-Q1",373100,-0.21602787456446,"2003-12"
2018-11-30,58509,"01835","MA","Boston-Cambridge-Newton","Essex County","Haverhill",7257,324800,0.00215982721382289,0.000616142945163278,0.036706032556655,,,"2018-11","2018-Q4",324800,0,"2018-11"
2018-11-30,62097,"11411","NY","New York-Newark-Jersey City","Queens County","New York",7258,463600,0.0054218173931902,0.0227222589896316,0.0345904931934836,,,"2018-11","2018-Q4",463600,0,"2018-11"
2018-11-30,86351,"64112","MO","Kansas City","Jackson County","Kansas City",7259,346900,0.00376157407407407,0,0.0939766635130874,,,"2018-11","2018-Q4",346900,0,"2018-11"
2018-11-30,61810,"10470","NY","New York-Newark-Jersey City","Bronx County","New York",7260,471700,0.000848716316571186,0.00898395721925134,0.0380721830985915,,,"2007-06","2007-Q2",496100,-0.0491836323321911,"2007-02"
2018-11-30,93439,"80513","CO","Fort Collins","Larimer County","Berthoud",7261,429700,0.00467617488894085,0.0108209832980475,0.0922724961870869,,,"2018-11","2018-Q4",429700,0,"2018-11"
2018-11-30,81193,"53074","WI","Milwaukee-Waukesha-West Allis","Ozaukee County","Port Washington",7262,199000,-0.00649026460309536,-0.000502260170768458,0.0523532522474881,,,"2018-09","2018-Q3",200500,-0.00748129675810474,"2018-08"
2018-11-30,71167,"30517","GA","Jefferson","Jackson County","Braselton",7263,268000,0.00149476831091181,0.00979653353428787,0.0867802108678021,,,"2018-11","2018-Q4",268000,0,"2018-11"
2018-11-30,67753,"23509","VA","Virginia Beach-Norfolk-Newport News","Norfolk County","Norfolk",7264,160300,0.00754242614707731,0.0126342387871131,0.0242811501597444,,,"2007-05","2007-Q2",169500,-0.0542772861356932,"2006-07"
2018-11-30,70024,"28551","NC","Kinston","Lenoir County","La Grange",7265,105200,0.0115384615384615,0.0364532019704433,0.144722524483134,,,"2018-11","2018-Q4",105200,0,"2018-11"
2018-11-30,86594,"64772","MO",,"Vernon County","Nevada",7266,81600,0.00122699386503067,0.0212765957446809,0.0694626474442988,,,"2018-11","2018-Q4",81600,0,"2018-11"
2018-11-30,74477,"37777","TN","Knoxville","Blount County","Louisville",7267,213400,0.00423529411764706,0.0205643232902917,0.0977366255144033,,,"2018-11","2018-Q4",213400,0,"2018-11"
2018-11-30,59938,"05602","VT","Barre","Washington County","Montpelier",7268,246100,0.00203583061889251,0.0148453608247423,-0.0191311279394181,,,"2017-11","2017-Q4",250900,-0.0191311279394181,"2017-09"
2018-11-30,70650,"29672","SC","Seneca","Oconee County","Seneca",7269,284200,0.00923295454545455,0.0259927797833935,0.090978886756238,,,"2018-11","2018-Q4",284200,0,"2018-11"
2018-11-30,79566,"49079","MI","Kalamazoo-Portage","Van Buren County","Paw Paw",7270,142700,0.0280979827089337,0.0843465045592705,0.113973458235753,,,"2018-11","2018-Q4",142700,0,"2018-11"
2018-11-30,63108,"13421","NY","Syracuse","Madison County","Oneida",7271,106800,-0.0138504155124654,-0.0299727520435967,0.0152091254752852,,,"2018-08","2018-Q3",110100,-0.0299727520435967,"2018-01"
2018-11-30,74220,"37179","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County","Thompsons Station",7272,340900,0.00205761316872428,0.0106729914023125,0.080849714648066,,,"2018-11","2018-Q4",340900,0,"2018-11"
2018-11-30,77966,"46113","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",7273,159000,0.00952380952380952,0.0304601425793908,0.122881355932203,,,"2018-11","2018-Q4",159000,0,"2018-11"
2018-11-30,65519,"18512","PA","Scranton--Wilkes-Barre--Hazleton","Lackawanna County","Dunmore",7274,112800,-0.0026525198938992,-0.00704225352112676,-0.0275862068965517,,,"2006-12","2006-Q4",122300,-0.0776778413736713,"2006-06"
2018-11-30,63818,"14901","NY","Elmira","Chemung County","Elmira",7275,61400,-0.00486223662884927,-0.00486223662884927,-0.0176,,,"2017-12","2017-Q4",62600,-0.0191693290734824,"2017-01"
