"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-11-30,61639,"10025","NY","New York-Newark-Jersey City","New York County","New York",0,1064000,-0.0076478268979668,-0.0210690955929708,-0.0633802816901408,,,"2017-12","2017-Q4",1138900,-0.0657652120467117,"2017-03"
2018-11-30,84654,"60657","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1,354000,0.00711237553342816,0.0166570936243538,0.0192916786639793,,,"2018-11","2018-Q4",354000,0,"2018-11"
2018-11-30,61637,"10023","NY","New York-Newark-Jersey City","New York County","New York",2,1380100,-0.00705086696884668,-0.0407978871281624,-0.131957984778917,,,"2016-12","2016-Q4",1619900,-0.148033829248719,"2013-11"
2018-11-30,91982,"77494","TX","Houston-The Woodlands-Sugar Land","Harris County","Katy",3,336000,-0.00267141585040071,-0.0065050266114725,0.0473815461346633,,,"2018-09","2018-Q3",338400,-0.00709219858156028,"2018-07"
2018-11-30,84616,"60614","IL","Chicago-Naperville-Elgin","Cook County","Chicago",4,433200,0.0053376653515897,0.00300995600833526,0.0171401737497065,,,"2018-11","2018-Q4",433200,0,"2018-11"
2018-11-30,93144,"79936","TX","El Paso","El Paso County","El Paso",5,126500,0.00158353127474268,0.0160642570281124,0.048922056384743,,,"2007-10","2007-Q4",132400,-0.0445619335347432,"2007-05"
2018-11-30,91940,"77449","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",6,180200,0.00501952035694367,0.0129286115795391,0.0556531927357938,,,"2018-11","2018-Q4",180200,0,"2018-11"
2018-11-30,91733,"77084","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",7,171500,0.00763807285546416,0.0208333333333333,0.0566851509550216,,,"2018-11","2018-Q4",171500,0,"2018-11"
2018-11-30,61616,"10002","NY","New York-Newark-Jersey City","New York County","New York",8,969200,-0.00909927410285247,-0.0319616460247703,-0.0362931291637665,,,"2017-10","2017-Q4",1010200,-0.0405860225697882,"2017-05"
2018-11-30,61807,"10467","NY","New York-Newark-Jersey City","Bronx County","New York",9,425400,0.00401227283455275,0.0196548418024928,0.120653319283456,,,"2018-11","2018-Q4",425400,0,"2018-11"
2018-11-30,84640,"60640","IL","Chicago-Naperville-Elgin","Cook County","Chicago",10,237400,0.00211059518784297,-0.00710999581764952,0.000421407501053519,,,"2007-01","2007-Q1",269900,-0.120414968506854,"2004-08"
2018-11-30,62037,"11226","NY","New York-Newark-Jersey City","Kings County","New York",11,827800,0.00266472868217054,0.00290768112430337,0.17285349957495,,,"2018-11","2018-Q4",827800,0,"2018-11"
2018-11-30,97564,"94109","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",12,1277900,0.00860299921073402,0.0265081532653225,0.0247794707297514,,,"2018-11","2018-Q4",1277900,0,"2018-11"
2018-11-30,61630,"10016","NY","New York-Newark-Jersey City","New York County","New York",13,1018300,-0.00488615264340858,-0.00885730971384076,-0.0115511551155116,,,"2017-02","2017-Q1",1089600,-0.0654368575624082,"2016-01"
2018-11-30,74101,"37013","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",14,218000,0.00832562442183164,0.03366524419156,0.13423517169615,,,"2018-11","2018-Q4",218000,0,"2018-11"
2018-11-30,92593,"78660","TX","Austin-Round Rock","Travis County","Pflugerville",15,248100,0.00323493732308937,0.00771730300568643,0.043313708999159,,,"2018-11","2018-Q4",248100,0,"2018-11"
2018-11-30,71831,"32162","FL","The Villages","Sumter County","The Villages",16,263400,0.00495993895459748,0.0189555125725338,0.0707317073170732,,,"2018-11","2018-Q4",263400,0,"2018-11"
2018-11-30,62087,"11375","NY","New York-Newark-Jersey City","Queens County","New York",17,983000,0.0122541447842653,0.0199211454658643,0.0332142106369561,,,"2018-11","2018-Q4",983000,0,"2018-11"
2018-11-30,62045,"11235","NY","New York-Newark-Jersey City","Kings County","New York",18,712800,0.00253164556962025,-0.00335570469798658,0.0150954144118485,,,"2018-06","2018-Q2",725500,-0.0175051688490696,"2018-01"
2018-11-30,84646,"60647","IL","Chicago-Naperville-Elgin","Cook County","Chicago",19,395900,0.0135688684075781,0.0195724954931754,0.0412940557601263,,,"2018-11","2018-Q4",395900,0,"2018-11"
2018-11-30,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Hawthorne",20,647600,0.00809464508094645,0.0266328471781864,0.0942886110172356,,,"2018-11","2018-Q4",647600,0,"2018-11"
2018-11-30,74242,"37211","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",21,261300,0.00849093014280201,0.027122641509434,0.0978991596638656,,,"2018-11","2018-Q4",261300,0,"2018-11"
2018-11-30,61643,"10029","NY","New York-Newark-Jersey City","New York County","New York",22,791800,-0.000378740058073476,0.0223369916074887,-0.00189083574940124,,,"2018-05","2018-Q2",796800,-0.00627510040160643,"2018-04"
2018-11-30,61623,"10009","NY","New York-Newark-Jersey City","New York County","New York",23,1142200,-0.00131153274460086,-0.009967929271041,0.0135770698376076,,,"2017-06","2017-Q2",1221000,-0.0645372645372645,"2016-10"
2018-11-30,84620,"60618","IL","Chicago-Naperville-Elgin","Cook County","Chicago",24,395300,0.00177394830207805,0.00662083015024191,0.0243586421352682,,,"2018-04","2018-Q2",395900,-0.0015155342258146,"2018-03"
2018-11-30,61625,"10011","NY","New York-Newark-Jersey City","New York County","New York",25,1657500,-0.00486311239193084,-0.00742559434696688,-0.0567916690377283,,,"2016-08","2016-Q3",1817800,-0.0881835185388932,"2014-07"
2018-11-30,92036,"77573","TX","Houston-The Woodlands-Sugar Land","Galveston County","League City",26,267200,-0.00074794315632012,0.00678221552373775,0.0696557245796637,,,"2018-10","2018-Q4",267400,-0.00074794315632012,"2018-10"
2018-11-30,92045,"77584","TX","Houston-The Woodlands-Sugar Land","Brazoria County","Pearland",27,264500,0.00341426403641882,0.00646879756468798,0.0546251993620415,,,"2018-11","2018-Q4",264500,0,"2018-11"
2018-11-30,61703,"10128","NY","New York-Newark-Jersey City","New York County","New York",28,1219200,-0.0120735758852605,-0.0249520153550864,0.0215333054042731,,,"2018-08","2018-Q3",1250400,-0.0249520153550864,"2018-04"
2018-11-30,66126,"20002","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",29,675600,0.00715563506261181,0.0292504570383912,0.107359449270611,,,"2018-11","2018-Q4",675600,0,"2018-11"
2018-11-30,92271,"78130","TX","San Antonio-New Braunfels","Comal County","New Braunfels",30,227500,-0.000439367311072056,0.00530269553689792,0.0675739089629282,,,"2018-10","2018-Q4",227600,-0.000439367311072056,"2018-10"
2018-11-30,69816,"28269","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",31,206400,0.0102790014684288,0.030969030969031,0.0943796394485684,,,"2018-11","2018-Q4",206400,0,"2018-11"
2018-11-30,92551,"78613","TX","Austin-Round Rock","Williamson County","Cedar Park",32,297100,0.00473452823807913,0.0129560177292874,0.0178143199725934,,,"2018-11","2018-Q4",297100,0,"2018-11"
2018-11-30,92515,"78572","TX","McAllen-Edinburg-Mission","Hidalgo County","Mission",33,107600,0.00279589934762349,0.0122295390404516,0.0879676440849343,,,"2018-11","2018-Q4",107600,0,"2018-11"
2018-11-30,97771,"94565","CA","San Francisco-Oakland-Hayward","Contra Costa County","Pittsburg",34,426800,-0.00326950023353573,-0.00210427870002338,0.063013698630137,,,"2005-12","2005-Q4",465400,-0.0829394069617533,"2005-05"
2018-11-30,93123,"79912","TX","El Paso","El Paso County","El Paso",35,187900,-0.000531914893617021,0.00159914712153518,0.026775956284153,,,"2018-10","2018-Q4",188000,-0.000531914893617021,"2018-09"
2018-11-30,71067,"30349","GA","Atlanta-Sandy Springs-Roswell","Clayton County","Riverdale",36,130300,0.0124320124320124,0.0267927501970055,0.0724279835390946,,,"2007-09","2007-Q3",150400,-0.133643617021277,"2002-07"
2018-11-30,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",37,1515600,0.010669511869832,0.0368748717247041,0.107247223845704,,,"2018-11","2018-Q4",1515600,0,"2018-11"
2018-11-30,66133,"20009","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",38,553700,0.000903832248734635,0.00398912058023572,0,,,"2017-07","2017-Q3",559700,-0.0107200285867429,"2017-02"
2018-11-30,90654,"75052","TX","Dallas-Fort Worth-Arlington","Dallas County","Grand Prairie",39,213400,0.0104166666666667,0.0254685247477174,0.107420861442657,,,"2018-11","2018-Q4",213400,0,"2018-11"
2018-11-30,74126,"37042","TN","Clarksville","Montgomery County","Clarksville",40,137600,0.00805860805860806,0.0260999254287845,0.0946698488464598,,,"2018-11","2018-Q4",137600,0,"2018-11"
2018-11-30,91926,"77433","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",41,254700,0.000392772977219167,-0.000392464678178964,0.0257752718485703,,,"2018-07","2018-Q3",254900,-0.00078462142016477,"2018-06"
2018-11-30,89925,"73099","OK","Oklahoma City","Canadian County","Yukon",42,166200,0.000602046959662854,0.00544464609800363,0.0400500625782228,,,"2018-11","2018-Q4",166200,0,"2018-11"
2018-11-30,61802,"10462","NY","New York-Newark-Jersey City","Bronx County","New York",43,155300,0.0117263843648208,0.0450874831763123,0.178300455235205,,,"2018-11","2018-Q4",155300,0,"2018-11"
2018-11-30,62017,"11206","NY","New York-Newark-Jersey City","Kings County","New York",44,733300,0.0108905431486077,0.0141059327893791,0.110219530658592,,,"2018-11","2018-Q4",733300,0,"2018-11"
2018-11-30,91922,"77429","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",45,245600,0.00285830951408738,0.00244897959183673,0.0246141009595327,,,"2018-11","2018-Q4",245600,0,"2018-11"
2018-11-30,61617,"10003","NY","New York-Newark-Jersey City","New York County","New York",46,1652300,-0.00331764989745446,-0.0173070060663733,0.00823773492799609,,,"2018-06","2018-Q2",1708000,-0.0326112412177986,"2018-02"
2018-11-30,91968,"77479","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Sugar Land",47,367200,-0.00108813928182807,-0.0072992700729927,0.0085141444658061,,,"2018-06","2018-Q2",370700,-0.00944159697868897,"2018-02"
2018-11-30,70829,"30044","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",48,195300,0.00982419855222337,0.0289778714436249,0.11663807890223,,,"2018-11","2018-Q4",195300,0,"2018-11"
2018-11-30,86026,"63376","MO","St. Louis","Saint Charles County","Saint Peters",49,202700,0.00495785820525533,0.0196177062374245,0.0707871104067617,,,"2018-11","2018-Q4",202700,0,"2018-11"
2018-11-30,84615,"60613","IL","Chicago-Naperville-Elgin","Cook County","Chicago",50,229200,0.00131061598951507,-0.0184154175588865,-0.0226012793176972,,,"2006-04","2006-Q2",262700,-0.127521888085268,"2003-04"
2018-11-30,61803,"10463","NY","New York-Newark-Jersey City","Bronx County","New York",51,706400,0.00497937117655428,0.0156721782890007,0.11139081183134,,,"2018-11","2018-Q4",706400,0,"2018-11"
2018-11-30,70828,"30043","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",52,236200,0.00810926163038839,0.0203023758099352,0.0751024123805189,,,"2018-11","2018-Q4",236200,0,"2018-11"
2018-11-30,62023,"11212","NY","New York-Newark-Jersey City","Kings County","New York",53,458400,0.00570425625274243,0.0347629796839729,0.129064039408867,,,"2018-11","2018-Q4",458400,0,"2018-11"
2018-11-30,62040,"11230","NY","New York-Newark-Jersey City","Kings County","New York",54,1110500,0.00789616990379379,0.0236910029498525,0.137574267568121,,,"2018-11","2018-Q4",1110500,0,"2018-11"
2018-11-30,84627,"60625","IL","Chicago-Naperville-Elgin","Cook County","Chicago",55,296100,0.00270910938029123,0.00203045685279188,0.00989085948158254,,,"2007-04","2007-Q2",328700,-0.099178582293885,"2005-03"
2018-11-30,62020,"11209","NY","New York-Newark-Jersey City","Kings County","New York",56,1001100,0.00230276331597917,0.0205933326536854,0.0256121299047229,,,"2018-11","2018-Q4",1001100,0,"2018-11"
2018-11-30,84630,"60629","IL","Chicago-Naperville-Elgin","Cook County","Chicago",57,170100,0.00591366055588409,0.0167364016736402,0.0545567265964042,,,"2007-02","2007-Q1",238400,-0.286493288590604,"2004-02"
2018-11-30,69823,"28277","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",58,352700,0.00512966657167284,0.0140885566417481,0.0481426448736999,,,"2018-11","2018-Q4",352700,0,"2018-11"
2018-11-30,60545,"07030","NJ","New York-Newark-Jersey City","Hudson County","Hoboken",59,724000,-0.00192996967190516,-0.0185712349193439,-0.0772368085648738,,,"2017-10","2017-Q4",785600,-0.0784114052953157,"2017-03"
2018-11-30,92341,"78245","TX","San Antonio-New Braunfels","Bexar County","San Antonio",60,174700,0.00344629523262493,0.0186588921282799,0.0685015290519878,,,"2018-11","2018-Q4",174700,0,"2018-11"
2018-11-30,90823,"75287","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",61,319800,-0.000937207122774133,-0.0172095881991395,0.0259865255052935,,,"2018-06","2018-Q2",327300,-0.0229147571035747,"2018-03"
2018-11-30,92617,"78704","TX","Austin-Round Rock","Travis County","Austin",62,531200,0.00911854103343465,0.0201651622815441,0.0948062654575433,,,"2018-11","2018-Q4",531200,0,"2018-11"
2018-11-30,94748,"85032","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",63,268100,0.00979284369114878,0.0299654245101806,0.109226313611916,,,"2018-11","2018-Q4",268100,0,"2018-11"
2018-11-30,84612,"60610","IL","Chicago-Naperville-Elgin","Cook County","Chicago",64,296200,0.00679809653297077,0.00169090294217112,-0.0317097090552468,,,"2017-11","2017-Q4",305900,-0.0317097090552468,"2016-12"
2018-11-30,62032,"11221","NY","New York-Newark-Jersey City","Kings County","New York",65,985900,0.00869654184571312,0.0262308733215364,0.10329006266786,,,"2018-11","2018-Q4",985900,0,"2018-11"
2018-11-30,72463,"33160","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Sunny Isles Beach",66,344400,-0.00173913043478261,-0.00491187518058365,0.0382876092854989,,,"2006-07","2006-Q3",398200,-0.135107985936715,"2005-10"
2018-11-30,67732,"23464","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach County","Virginia Beach",67,254700,0.00275590551181102,0.00632161201106282,0.0167664670658683,,,"2007-05","2007-Q2",265800,-0.0417607223476298,"2005-11"
2018-11-30,91726,"77077","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",68,304000,-0.000328839197632358,-0.00360537528679122,-0.00556100752371606,,,"2018-04","2018-Q2",308400,-0.0142671854734112,"2017-09"
2018-11-30,70874,"30096","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Duluth",69,232500,0.00955275727312201,0.0269434628975265,0.108198284080076,,,"2018-11","2018-Q4",232500,0,"2018-11"
2018-11-30,66843,"21234","MD","Baltimore-Columbia-Towson","Baltimore County","Parkville",70,211400,0.00379867046533713,0.0153698366954851,0.0947695494562403,,,"2007-06","2007-Q2",227900,-0.072400175515577,"2006-03"
2018-11-30,90795,"75243","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",71,215200,0.0131826741996234,0.0223277909738717,0.109850438370294,,,"2018-11","2018-Q4",215200,0,"2018-11"
2018-11-30,99534,"98052","WA","Seattle-Tacoma-Bellevue","King County","Redmond",72,812500,-0.00122925629993854,-0.00866276232308443,0.00556930693069307,,,"2018-05","2018-Q2",838400,-0.0308921755725191,"2017-12"
2018-11-30,62025,"11214","NY","New York-Newark-Jersey City","Kings County","New York",73,710200,0.00296568281316198,0.00126885661920203,0.0657262905162065,,,"2018-07","2018-Q3",711600,-0.00196739741427768,"2018-07"
2018-11-30,92481,"78521","TX","Brownsville-Harlingen","Cameron County","Brownsville",74,74900,0.00807537012113055,0.0316804407713499,0.0966325036603221,,,"2018-11","2018-Q4",74900,0,"2018-11"
2018-11-30,97711,"94501","CA","San Francisco-Oakland-Hayward","Alameda County","Alameda",75,986000,0.0081799591002045,0.00910858663391669,0.0227154859454413,,,"2018-03","2018-Q1",1000000,-0.014,"2018-02"
2018-11-30,91889,"77379","TX","Houston-The Woodlands-Sugar Land","Harris County","Spring",76,250500,0.00240096038415366,0.00764279967819791,0.0415800415800416,,,"2018-11","2018-Q4",250500,0,"2018-11"
2018-11-30,61148,"08701","NJ","New York-Newark-Jersey City","Ocean County","Lakewood",77,330500,0.00303490136570561,0.00731484303565986,0.0241710567090177,,,"2018-11","2018-Q4",330500,0,"2018-11"
2018-11-30,61633,"10019","NY","New York-Newark-Jersey City","New York County","New York",78,1252100,-0.00800190144192679,-0.0233229329173167,-0.0154898568957383,,,"2016-02","2016-Q1",1345000,-0.0690706319702602,"2015-07"
2018-11-30,92598,"78666","TX","Austin-Round Rock","Hays County","San Marcos",79,207200,0.000482858522452921,0.000482858522452921,0.072463768115942,,,"2018-11","2018-Q4",207200,0,"2018-11"
2018-11-30,70810,"30024","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Suwanee",80,355100,0.00766174801362089,0.0183538858617723,0.0615844544095665,,,"2018-11","2018-Q4",355100,0,"2018-11"
2018-11-30,62039,"11229","NY","New York-Newark-Jersey City","Kings County","New York",81,770100,0.000779727095516569,0.00957000524383849,0.0773642977056519,,,"2018-11","2018-Q4",770100,0,"2018-11"
2018-11-30,72578,"33411","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Royal Palm Beach",82,291200,0.00103128222756961,0.00900900900900901,0.0616113744075829,,,"2006-06","2006-Q2",333000,-0.125525525525526,"2005-07"
2018-11-30,92654,"78745","TX","Austin-Round Rock","Travis County","Austin",83,310400,0.00910273081924577,0.0278145695364238,0.077029840388619,,,"2018-11","2018-Q4",310400,0,"2018-11"
2018-11-30,84621,"60619","IL","Chicago-Naperville-Elgin","Cook County","Chicago",84,130800,-0.0045662100456621,-0.00833965125094769,0.0356294536817102,,,"2007-11","2007-Q4",178600,-0.267637178051512,"2004-06"
2018-11-30,97565,"94110","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",85,1560600,-0.00032028697713151,-0.00159938583583904,0.068465014377653,,,"2018-09","2018-Q3",1563900,-0.00211010934202954,"2018-08"
2018-11-30,72363,"33025","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Miramar",86,241600,0.0029057700290577,0.0134228187919463,0.0873087308730873,,,"2006-12","2006-Q4",279400,-0.13528990694345,"2005-11"
2018-11-30,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",87,1292000,-0.00223955517800602,0.00419710865847971,0.0807193642827269,,,"2018-10","2018-Q4",1294900,-0.00223955517800602,"2018-09"
2018-11-30,72442,"33139","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",88,332200,-0.00687593423019432,-0.0297897196261682,-0.100703844071467,,,"2016-06","2016-Q2",384400,-0.13579604578564,"2014-07"
2018-11-30,77007,"44107","OH","Cleveland-Elyria","Cuyahoga County","Lakewood",89,185900,0.00868149755832881,0.0293466223698782,0.102609727164887,,,"2018-11","2018-Q4",185900,0,"2018-11"
2018-11-30,69672,"28027","NC","Charlotte-Concord-Gastonia","Cabarrus County","Concord",90,229600,0.00657606313020605,0.0245426149040607,0.0964660936007641,,,"2018-11","2018-Q4",229600,0,"2018-11"
2018-11-30,90665,"75067","TX","Dallas-Fort Worth-Arlington","Denton County","Lewisville",91,251600,0.00559552358113509,0.0145161290322581,0.0752136752136752,,,"2018-11","2018-Q4",251600,0,"2018-11"
2018-11-30,67730,"23462","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach County","Virginia Beach",92,198000,0.000505305709954523,0.00202429149797571,0.0221992772328343,,,"2007-08","2007-Q3",214000,-0.0747663551401869,"2005-12"
2018-11-30,62088,"11377","NY","New York-Newark-Jersey City","Queens County","New York",93,747600,0.00483870967741936,0.0123222748815166,0.0431142737547091,,,"2018-11","2018-Q4",747600,0,"2018-11"
2018-11-30,58669,"02169","MA","Boston-Cambridge-Newton","Norfolk County","Quincy",94,428900,0.00304022450888681,0.011795234725171,0.074937343358396,,,"2018-11","2018-Q4",428900,0,"2018-11"
2018-11-30,79054,"48197","MI","Ann Arbor","Washtenaw County","Ypsilanti",95,220800,0.00638103919781222,0.018920166128288,0.108433734939759,,,"2018-11","2018-Q4",220800,0,"2018-11"
2018-11-30,87074,"66062","KS","Kansas City","Johnson County","Olathe",96,260400,0.00153846153846154,0.00308166409861325,0.0538243626062323,,,"2018-11","2018-Q4",260400,0,"2018-11"
2018-11-30,76953,"44035","OH","Cleveland-Elyria","Lorain County","Elyria",97,99700,0.0121827411167513,0.0539112050739958,0.129105322763307,,,"2006-04","2006-Q2",116000,-0.14051724137931,"2002-03"
2018-11-30,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",98,427600,0.00352030039896738,0.013990988854636,0.0795253723807119,,,"2018-11","2018-Q4",427600,0,"2018-11"
2018-11-30,98325,"95630","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Folsom",99,548400,0.00642319691686548,0.0151795631247686,0.0477646159724876,,,"2018-11","2018-Q4",548400,0,"2018-11"
2018-11-30,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",100,463000,0.00564726324934839,0.015128261346196,0.0565951620264719,,,"2018-11","2018-Q4",463000,0,"2018-11"
2018-11-30,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Norwalk",101,478800,0.00377358490566038,0.00736377025036819,0.0332326283987915,,,"2006-08","2006-Q3",495500,-0.0337033299697275,"2006-04"
2018-11-30,95048,"85710","AZ","Tucson","Pima County","Tucson",102,175800,0.00170940170940171,0.0132564841498559,0.052064631956912,,,"2006-05","2006-Q2",205500,-0.144525547445255,"2005-06"
2018-11-30,84613,"60611","IL","Chicago-Naperville-Elgin","Cook County","Chicago",103,351700,0.0103418557885665,0.011213341000575,0.0138368405880657,,,"2006-05","2006-Q2",374200,-0.0601282736504543,"2005-09"
2018-11-30,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange County","Westminster",104,673900,0.00582089552238806,0.0112545018007203,0.0625985493535162,,,"2018-11","2018-Q4",673900,0,"2018-11"
2018-11-30,62044,"11234","NY","New York-Newark-Jersey City","Kings County","New York",105,613100,0.00689768434882575,0.0290365894595502,0.101311298724627,,,"2018-11","2018-Q4",613100,0,"2018-11"
2018-11-30,62067,"11355","NY","New York-Newark-Jersey City","Queens County","New York",106,743900,0.00527027027027027,0.0214197446107373,0.108313468414779,,,"2018-11","2018-Q4",743900,0,"2018-11"
2018-11-30,74156,"37075","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County","Hendersonville",107,285800,0.00598380851812742,0.015636105188344,0.0716160479940007,,,"2018-11","2018-Q4",285800,0,"2018-11"
2018-11-30,61790,"10314","NY","New York-Newark-Jersey City","Richmond County","New York",108,533500,0.0107995452823039,0.0247791010372647,0.0887755102040816,,,"2018-11","2018-Q4",533500,0,"2018-11"
2018-11-30,71005,"30281","GA","Atlanta-Sandy Springs-Roswell","Henry County","Stockbridge",109,163600,0.0130030959752322,0.0420382165605096,0.100201748486886,,,"2018-11","2018-Q4",163600,0,"2018-11"
2018-11-30,62022,"11211","NY","New York-Newark-Jersey City","Kings County","New York",110,957100,-0.00177304964539007,-0.00705467372134039,-0.022669253548453,,,"2017-11","2017-Q4",979300,-0.022669253548453,"2017-08"
2018-11-30,62026,"11215","NY","New York-Newark-Jersey City","Kings County","New York",111,1263300,-0.00637092968381312,-0.0219108082997832,0.0153512297058351,,,"2018-05","2018-Q2",1299500,-0.0278568680261639,"2018-01"
2018-11-30,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",112,949900,-0.000841485221415799,0.00753075943996606,0.0627657194003133,,,"2018-10","2018-Q4",950700,-0.000841485221415799,"2018-10"
2018-11-30,71864,"32210","FL","Jacksonville","Duval County","Jacksonville",113,136300,0.0118782479584261,0.0294561933534743,0.108130081300813,,,"2007-01","2007-Q1",144900,-0.0593512767425811,"2006-04"
2018-11-30,97764,"94558","CA","Napa","Napa County","Napa",114,669500,0.00419979001049947,0.0127060959007714,0.0475668909403849,,,"2018-11","2018-Q4",669500,0,"2018-11"
2018-11-30,94820,"85225","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",115,260500,0.0054033191817831,0.0100814269096549,0.0641339869281046,,,"2006-05","2006-Q2",268900,-0.0312383785793975,"2006-01"
2018-11-30,93263,"80134","CO","Denver-Aurora-Lakewood","Douglas County","Parker",116,468500,0.00407201028718388,0.0116605484776506,0.0369632580787959,,,"2018-11","2018-Q4",468500,0,"2018-11"
2018-11-30,95309,"87114","NM","Albuquerque","Bernalillo County","Albuquerque",117,225800,0.00579064587973274,0.0231082917988219,0.0706495969653864,,,"2018-11","2018-Q4",225800,0,"2018-11"
2018-11-30,96545,"91910","CA","San Diego-Carlsbad","San Diego County","Chula Vista",118,536700,0.00280269058295964,0.0120686403922308,0.0678471945881417,,,"2005-07","2005-Q3",537800,-0.00204537002603198,"2005-06"
2018-11-30,60081,"06010","CT","Hartford-West Hartford-East Hartford","Hartford County","Bristol",119,186100,-0.00267952840300107,-0.0106326422115896,-0.0106326422115896,,,"2007-02","2007-Q1",222500,-0.163595505617978,"2004-07"
2018-11-30,97431,"93722","CA","Fresno","Fresno County","Fresno",120,249400,0.00564516129032258,0.018374846876276,0.0676369863013699,,,"2006-04","2006-Q2",314100,-0.20598535498249,"2004-12"
2018-11-30,92336,"78240","TX","San Antonio-New Braunfels","Bexar County","San Antonio",121,187800,0.00481540930979133,0.00859291084854995,0.0574324324324324,,,"2018-11","2018-Q4",187800,0,"2018-11"
2018-11-30,76511,"43081","OH","Columbus","Franklin County","Westerville",122,225400,0.00266903914590747,0.0134892086330935,0.0657210401891253,,,"2018-11","2018-Q4",225400,0,"2018-11"
2018-11-30,65133,"17603","PA","Lancaster","Lancaster County","Lancaster",123,162600,0.00246609124537608,0.0143480973175296,0.0818363273453094,,,"2018-11","2018-Q4",162600,0,"2018-11"
2018-11-30,95804,"89108","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",124,223700,0.0131340579710145,0.0502347417840376,0.209843158464035,,,"2006-07","2006-Q3",252300,-0.113357114546175,"2005-06"
2018-11-30,94890,"85308","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Glendale",125,289800,0.00346260387811634,0.0111653872993719,0.0534351145038168,,,"2006-04","2006-Q2",330900,-0.124206708975521,"2005-08"
2018-11-30,94870,"85281","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Tempe",126,247200,0.0114566284779051,0.0257261410788382,0.0636833046471601,,,"2018-11","2018-Q4",247200,0,"2018-11"
2018-11-30,95306,"87111","NM","Albuquerque","Bernalillo County","Albuquerque",127,267600,0.00753012048192771,0.0140204622963244,0.0568720379146919,,,"2018-11","2018-Q4",267600,0,"2018-11"
2018-11-30,79040,"48180","MI","Detroit-Warren-Dearborn","Wayne County","Taylor",128,102600,0.00884955752212389,0.0301204819277108,0.1412680756396,,,"2005-09","2005-Q3",126400,-0.188291139240506,"2000-11"
2018-11-30,73221,"34787","FL","Orlando-Kissimmee-Sanford","Orange County","Winter Garden",129,315700,0.00381558028616852,0.00701754385964912,0.0782103825136612,,,"2006-09","2006-Q3",342600,-0.0785172212492703,"2006-02"
2018-11-30,99142,"97229","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",130,554700,0.0027114967462039,0.0023491145645103,0.0228655725613129,,,"2018-11","2018-Q4",554700,0,"2018-11"
